"ID","TITLE","TIER","TAGS"
"21837","Border Restrictions","Silver 1","그래프 이론|그래프 탐색|너비 우선 탐색|문자열|자료 구조|집합과 맵|파싱|해시를 사용한 집합과 맵"
"21838","One-way Sidewalks","Platinum 3","그래프 이론|그래프 탐색|깊이 우선 탐색|단절점과 단절선|이중 연결 요소"
"21839","Mutant Vaccine","Platinum 2","매개 변수 탐색|문자열|이분 탐색|자료 구조|접미사 배열과 LCP 배열|집합과 맵|해시를 사용한 집합과 맵|해싱"
"21840","Sorting Device","Platinum 5",
"21841","Bubbles","Silver 5","수학|조합론|집합과 맵"
"21842","Physical Distancing","Platinum 5","기하학|이분 탐색"
"21843","Game Show","Diamond 5","그리디 알고리즘|우선순위 큐|자료 구조|정렬"
"21844","Keyboard","Diamond 5","그래프 이론|다이나믹 프로그래밍|배낭 문제|비트 집합|이분 그래프"
"21845","A Difficult(y) Choice","Platinum 2","수학|애드 혹|이분 탐색"
"21846","Inside information","Diamond 3","분할 정복|세그먼트 트리|센트로이드|센트로이드 분할|오프라인 쿼리|자료 구조|트리"
"21847","From Hacks to Snitches","Ruby 5","구현|그래프 이론|데이크스트라|최단 경로"
"21848","The short shank; Redemption","Diamond 2","그리디 알고리즘|스택|자료 구조|트리"
"21849","The Collection Game","Diamond 2","애드 혹|정렬"
"21850","The Xana coup","Platinum 3","다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍"
"21851","육각형 영역","Unrated",
"21852","밀림 점프","Diamond 4","그리디 알고리즘|자료 구조|희소 배열"
"21853","도로 폐쇄","Diamond 3","다이나믹 프로그래밍|세그먼트 트리|자료 구조|트리|트리에서의 다이나믹 프로그래밍"
"21854","Monsters","Silver 2","분할 정복을 이용한 거듭제곱|수학"
"21855","DNA","Platinum 5","비트마스킹|애드 혹|해 구성하기"
"21856","Promotion","Unrated",
"21857","Comeback","Unrated",
"21858","Walk","Unrated",
"21860","XorSum","Diamond 5","두 포인터|비트마스킹|정렬"
"21861","Binary Subsequences","Unrated",
"21862","Permutation Recovery","Unrated",
"21863","__builtout_popcount","Platinum 2","비트마스킹"
"21864","이산로그가 장난이냐?","Diamond 2","런타임 전의 전처리|수학|이산 로그|정수론"
"21865","Railroad","Diamond 4","2-sat|강한 연결 요소|그래프 이론"
"21866","추첨을 통해 커피를 받자","Bronze 3","구현"
"21867","Java Bitecode","Bronze 2","구현|문자열"
"21868","미적분학 입문하기","Silver 1","미적분학|수학"
"21869","Maximum Bishop","Silver 2","애드 혹|해 구성하기"
"21870","시철이가 사랑한 GCD","Gold 5","분할 정복|브루트포스 알고리즘|수학|유클리드 호제법|재귀|정수론"
"21871","화석 발굴 이벤트","Gold 1","수학"
"21872","Deque Game","Platinum 5","수학|애드 혹|조합론"
"21873","개구리 징검다리 건너기","Gold 1","애드 혹|해 구성하기"
"21874","모자 게임","Gold 2","수학|애드 혹"
"21875","Innohorse","Bronze 4","구현"
"21876","Squarow","Gold 5","구현|그리디 알고리즘|브루트포스 알고리즘|스위핑"
"21877","Innoforest","Gold 5","해 구성하기"
"21878","Stones Distribution","Diamond 4","그리디 알고리즘|다이나믹 프로그래밍"
"21879","XOR sum","Diamond 4","많은 조건 분기"
"21880","The Game","Bronze 1","구현|해 구성하기"
"21881","Innome","Silver 2","사칙연산|수학|이분 탐색"
"21882","Coins on a tree","Gold 1","다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍"
"21883","Game of Wizards","Diamond 3","다이나믹 프로그래밍|이분 탐색"
"21884","Boolean Expression","Diamond 1","Heavy-light 분할|다이나믹 프로그래밍|문자열|세그먼트 트리|자료 구조|트리|파싱"
"21885","New Puzzle","Silver 5","구현|브루트포스 알고리즘|수학|시뮬레이션|정수론"
"21886","Countdown","Gold 3","누적 합|수학"
"21887","Railroad","Unrated",
"21888","Math Candies","Platinum 1","문자열|수학|접미사 배열과 LCP 배열"
"21889","K-th order statistic","Platinum 2","문자열|사칙연산|수학|애드 혹|해 구성하기"
"21890","File names","Silver 5","구현|많은 조건 분기|문자열"
"21891","Neatness","Gold 5","수학"
"21892","Tax Collection","Gold 5",
"21893","Road Building","Unrated",
"21894","The Expert","Unrated",
"21895","Rock-Paper-Scissors for three","Bronze 2","구현|많은 조건 분기|문자열"
"21896","Life in Innopolis","Unrated",
"21897","Barrels","Unrated",
"21898","Wedding cake","Platinum 5","해 구성하기"
"21899","Magical hourglass store","Platinum 3","누적 합|다이나믹 프로그래밍|제곱근 분할법"
"21900","String Game","Gold 2","매개 변수 탐색|문자열|이분 탐색"
"21901","Bitwise Formula","Unrated",
"21902","Peterson Polyglot","Platinum 1","자료 구조|작은 집합에서 큰 집합으로 합치는 테크닉|트라이|트리"
"21903","Parquet Re-laying","Diamond 5","구현|해 구성하기"
"21904","Selling Numbers","Unrated",
"21905","Archeologists","Diamond 4","그리디 알고리즘|누적 합|다이나믹 프로그래밍|우선순위 큐|자료 구조|함수 개형을 이용한 최적화"
"21906","Reverse Game","Platinum 4","게임 이론|애드 혹"
"21907","3-colorings","Diamond 1","그래프 이론|해 구성하기"
"21908","Disk Sort","Diamond 5","구현|많은 조건 분기|시뮬레이션|애드 혹|해 구성하기"
"21909","Divisible by 3","Gold 1","누적 합|다이나믹 프로그래밍|수학"
"21910","Fence Job","Diamond 5","누적 합|다이나믹 프로그래밍"
"21911","Simple Hull","Unrated",
"21912","AND = OR","Diamond 4","많은 조건 분기|비트마스킹|세그먼트 트리|자료 구조"
"21913","Modulo Permutations","Platinum 2","다이나믹 프로그래밍|수학|정수론|조화수"
"21914","One Piece","Diamond 3","그래프 이론|그래프 탐색|깊이 우선 탐색|세그먼트 트리|수학|자료 구조|트리|확률론"
"21915","Codenames","Diamond 3","비트마스킹"
"21916","Neo-Robin Hood","Platinum 1","그리디 알고리즘|매개 변수 탐색|우선순위 큐|이분 탐색|자료 구조"
"21917","Mistake","Gold 5","그래프 이론|그리디 알고리즘|방향 비순환 그래프|위상 정렬"
"21918","전구","Bronze 2","구현|시뮬레이션"
"21919","소수 최소 공배수","Silver 3","소수 판정|수학|에라토스테네스의 체|정수론"
"21920","서로소 평균","Silver 4","수학|유클리드 호제법|정수론"
"21921","블로그","Silver 3","누적 합|슬라이딩 윈도우"
"21922","학부 연구생 민상","Gold 5","격자 그래프|구현|그래프 이론|그래프 탐색|시뮬레이션"
"21923","곡예 비행","Gold 4","격자 그래프|다이나믹 프로그래밍"
"21924","도시 건설","Gold 4","그래프 이론|최소 스패닝 트리"
"21925","짝수 팰린드롬","Gold 3","그리디 알고리즘|다이나믹 프로그래밍"
"21926","Three-Axis Views","Gold 4","구현|그리디 알고리즘"
"21927","Secrets of Legendary Treasure","Gold 3","그리디 알고리즘|다이나믹 프로그래밍|역추적"
"21928","Short Coding","Platinum 3","구현|그래프 이론|그래프 탐색|깊이 우선 탐색|백트래킹|브루트포스 알고리즘|시뮬레이션|해 구성하기"
"21929","Colorful Rectangle","Diamond 1","값 / 좌표 압축|느리게 갱신되는 세그먼트 트리|분할 정복|세그먼트 트리|스위핑|자료 구조|집합과 맵"
"21930","Jewelry Size","Platinum 2","기하학|수학|이분 탐색"
"21931","Solar Car","Diamond 3","기하학|다이나믹 프로그래밍|볼록 껍질"
"21932","To be Connected, or not to be, that is the Question","Platinum 1","그리디 알고리즘|분리 집합|자료 구조"
"21933","LCM of GCDs","Diamond 5","세그먼트 트리|수학|자료 구조|정수론|조화수"
"21934","High-Tech Detective","Diamond 5","다이나믹 프로그래밍|많은 조건 분기|수학|조합론"
"21935","Formica Sokobanica","Gold 1","그래프 이론|그래프 탐색|깊이 우선 탐색|트리"
"21936","Suffixes may Contain Prefixes","Diamond 4","KMP|다이나믹 프로그래밍|문자열"
"21937","작업","Silver 1","그래프 이론|그래프 탐색|깊이 우선 탐색|너비 우선 탐색"
"21938","영상처리","Silver 2","격자 그래프|그래프 이론|그래프 탐색|깊이 우선 탐색|너비 우선 탐색|플러드 필"
"21939","문제 추천 시스템 Version 1","Gold 4","우선순위 큐|자료 구조|집합과 맵|트리를 사용한 집합과 맵|해시를 사용한 집합과 맵"
"21940","가운데에서 만나기","Gold 4","그래프 이론|최단 경로|플로이드–워셜"
"21941","문자열 제거","Gold 4","다이나믹 프로그래밍|문자열"
"21942","부품 대여장","Gold 2","구현|문자열|자료 구조|집합과 맵|파싱|해시를 사용한 집합과 맵"
"21943","연산 최대로","Gold 2","그리디 알고리즘|백트래킹|브루트포스 알고리즘"
"21944","문제 추천 시스템 Version 2","Gold 2","자료 구조|집합과 맵|트리를 사용한 집합과 맵"
"21945","Palindromes","Bronze 2","구현|문자열|수학"
"21946","Norela","Gold 4","브루트포스 알고리즘|비트마스킹"
"21947","Shell","Unrated",
"21948","The Grade","Unrated",
"21949","Cambridge","Unrated",
"21950","MaxComp","Unrated",
"21951","DEL13","Unrated",
"21952","Hidden Sequence","Platinum 3","구현|애드 혹"
"21953","Balanced Tree","Unrated",
"21954","D-균형 트리","Platinum 1","그래프 이론|그래프 탐색|너비 우선 탐색|트리"
"21955","Split","Bronze 3","문자열"
"21956","Treasure","Gold 5","문자열|스택|자료 구조"
"21957","Mean","Gold 3","다이나믹 프로그래밍"
"21958","Simple","Platinum 2","느리게 갱신되는 세그먼트 트리|세그먼트 트리|자료 구조"
"21959","Subway","Gold 5","수학|조합론|트리|해 구성하기"
"21960","Consul","Gold 4","무작위화"
"21961","Costinland","Unrated",
"21962","Cat","Unrated",
"21963","Mouse","Unrated",
"21964","선린인터넷고등학교 교가","Bronze 4","문자열"
"21965","드높은 남산 위에 우뚝 선","Bronze 1","구현"
"21966","(중략)","Silver 5","구현|문자열"
"21967","세워라 반석 위에","Silver 3","두 포인터|브루트포스 알고리즘"
"21968","선린의 터를","Silver 3","비트마스킹|수학|정수론"
"21969","Cheerleader","Unrated",
"21970","Football","Platinum 3","게임 이론|수학"
"21971","Table Tennis","Platinum 3","두 포인터|무작위화"
"21972","Trampoline","Platinum 3","값 / 좌표 압축|자료 구조|희소 배열"
"21973","남극 탐험","Diamond 1","링크/컷 트리|트리"
"21975","NIZOVI","Unrated",
"21976","Crossing","Platinum 1","느리게 갱신되는 세그먼트 트리|세그먼트 트리|자료 구조|집합과 맵|해싱"
"21977","Financial Report","Diamond 5","다이나믹 프로그래밍|분리 집합|세그먼트 트리|자료 구조|집합과 맵"
"21978","Monster Game","Diamond 2","그래프 이론|많은 조건 분기|분할 정복|애드 혹|정렬"
"21979","16진수 쪼개기","Silver 3","브루트포스 알고리즘"
"21980","비슷한 번호판","Silver 2","문자열|수학|자료 구조|정렬|조합론|집합과 맵|해시를 사용한 집합과 맵"
"21981","고장난 시계","Platinum 4","수학|정수론|중국인의 나머지 정리|확장 유클리드 호제법"
"21982","상자 빌리기","Platinum 5","그리디 알고리즘|덱|덱을 이용한 구간 최댓값 트릭|자료 구조"
"21983","Basalt Breakdown","Bronze 2","기하학|사칙연산|수학"
"21984","나무 징검다리","Platinum 3","구현|다이나믹 프로그래밍"
"21985","ASCII Automata Art","Diamond 5","구현|문자열|재귀|파싱"
"21986","Button Lock","Diamond 4","그래프 이론|이분 매칭|최대 유량|최소 비용 최대 유량"
"21987","Cactus Not Enough","Diamond 4","그래프 이론|다이나믹 프로그래밍|단절점과 단절선|선인장|트리|트리에서의 다이나믹 프로그래밍"
"21988","Digits","Platinum 3","구현|다이나믹 프로그래밍|배낭 문제|수학|역추적|정수론"
"21989","Equilibrium Point /\/\","Diamond 5","기하학|브루트포스 알고리즘|중간에서 만나기"
